[2026-08-20 15:05:14,670] [INFO]    GDS input file passed, running in LVS mode
[2026-08-20 15:05:30,946] [SUBPROCESS]    R38;$10.$112.15;$10.$113.18;;585.0
[2026-08-20 15:05:30,947] [SUBPROCESS]    R39;$10.$112.15;$10.$116.15;;0.0
[2026-08-20 15:05:30,947] [SUBPROCESS]    R40;$10.$113.18;$10.$272.18;;0.0
[2026-08-20 15:05:30,947] [SUBPROCESS]    R41;$10.$113.18;$10.$276.18;;27.106
[2026-08-20 15:05:30,948] [SUBPROCESS]    R42;$10.$114.15;$10.$115.18;;585.0
[2026-08-20 15:05:30,948] [SUBPROCESS]    R43;$10.$114.15;$10.$118.15;;0.0
[2026-08-20 15:05:30,949] [SUBPROCESS]    R44;$10.$115.18;$10.$274.18;;0.0
[2026-08-20 15:05:30,949] [SUBPROCESS]    R45;$10.$115.18;$10.$278.18;;27.106
[2026-08-20 15:05:30,950] [SUBPROCESS]    R46;$10.$116.15;$10.$117.18;;585.0
[2026-08-20 15:05:30,950] [SUBPROCESS]    R47;$10.$116.15;$10.$120.15;;0.0
[2026-08-20 15:05:30,951] [SUBPROCESS]    R48;$10.$117.18;$10.$276.18;;0.0
[2026-08-20 15:05:30,951] [SUBPROCESS]    R49;$10.$117.18;$10.$280.18;;27.106
[2026-08-20 15:05:30,952] [SUBPROCESS]    R50;$10.$118.15;$10.$119.18;;585.0
[2026-08-20 15:05:30,953] [SUBPROCESS]    R51;$10.$118.15;$10.$122.15;;0.0
[2026-08-20 15:05:30,953] [SUBPROCESS]    R52;$10.$119.18;$10.$278.18;;0.0
[2026-08-20 15:05:30,954] [SUBPROCESS]    R53;$10.$119.18;$10.$282.18;;27.106
[2026-08-20 15:05:30,954] [SUBPROCESS]    R54;$10.$12.15;$10.$13.18;;585.0
[2026-08-20 15:05:30,955] [SUBPROCESS]    R55;$10.$12.15;$10.$8.15;;0.0
[2026-08-20 15:05:30,955] [SUBPROCESS]    R56;$10.$12.15;$10.P7.15;;0.0
[2026-08-20 15:05:30,956] [SUBPROCESS]    R57;$10.$120.15;$10.$121.18;;585.0
[2026-08-20 15:05:30,956] [SUBPROCESS]    R58;$10.$121.18;$10.$280.18;;0.0
[2026-08-20 15:05:30,956] [SUBPROCESS]    R59;$10.$122.15;$10.$123.18;;585.0
[2026-08-20 15:05:30,957] [SUBPROCESS]    R60;$10.$123.18;$10.$282.18;;0.0
[2026-08-20 15:05:30,957] [SUBPROCESS]    R61;$10.$124.15;$10.$125.18;;585.0
[2026-08-20 15:05:30,958] [SUBPROCESS]    R62;$10.$124.15;$10.$128.15;;0.0
[2026-08-20 15:05:30,958] [SUBPROCESS]    R63;$10.$125.18;$10.$284.18;;0.0
[2026-08-20 15:05:30,959] [SUBPROCESS]    R64;$10.$125.18;$10.$288.18;;27.106
[2026-08-20 15:05:30,959] [SUBPROCESS]    R65;$10.$126.15;$10.$127.18;;585.0
[2026-08-20 15:05:30,959] [SUBPROCESS]    R66;$10.$126.15;$10.$130.15;;0.0
[2026-08-20 15:05:30,960] [SUBPROCESS]    R67;$10.$127.18;$10.$286.18;;0.0
[2026-08-20 15:05:30,961] [SUBPROCESS]    R68;$10.$127.18;$10.$290.18;;27.106
[2026-08-20 15:05:30,961] [SUBPROCESS]    R69;$10.$128.15;$10.$129.18;;585.0
[2026-08-20 15:05:30,962] [SUBPROCESS]    R70;$10.$128.15;$10.$132.15;;0.0
[2026-08-20 15:05:30,962] [SUBPROCESS]    R71;$10.$129.18;$10.$288.18;;0.0
[2026-08-20 15:05:30,963] [SUBPROCESS]    R72;$10.$129.18;$10.$292.18;;27.106
[2026-08-20 15:05:30,963] [SUBPROCESS]    R73;$10.$13.18;$10.$172.18;;0.0
[2026-08-20 15:05:30,964] [SUBPROCESS]    R74;$10.$13.18;$10.$176.18;;27.106
[2026-08-20 15:05:30,964] [SUBPROCESS]    R75;$10.$130.15;$10.$131.18;;585.0
[2026-08-20 15:05:30,965] [SUBPROCESS]    R76;$10.$130.15;$10.$134.15;;0.0
[2026-08-20 15:05:30,965] [SUBPROCESS]    R77;$10.$131.18;$10.$290.18;;0.0
[2026-08-20 15:05:30,966] [SUBPROCESS]    R78;$10.$131.18;$10.$294.18;;27.106
[2026-08-20 15:05:30,966] [SUBPROCESS]    R79;$10.$132.15;$10.$133.18;;585.0
[2026-08-20 15:05:30,966] [SUBPROCESS]    R80;$10.$132.15;$10.$136.15;;0.0
[2026-08-20 15:05:30,967] [SUBPROCESS]    R81;$10.$133.18;$10.$292.18;;0.0
[2026-08-20 15:05:30,967] [SUBPROCESS]    R82;$10.$133.18;$10.$296.18;;27.106
